order_id,order_date,user_id,name,city,sate,postal_code,product_id,sales,quantity
48,2019-09-28,462,Lena Hernandez,Dover,Delaware,19901,1826,21.8,2
49,2018-07-27,231,Darren Powers,New Albany,Indiana,47150,823,38.22,6
50,2018-07-27,231,Darren Powers,New Albany,Indiana,47150,981,75.18,6
51,2018-07-27,231,Darren Powers,New Albany,Indiana,47150,193,6.16,2
52,2018-07-27,231,Darren Powers,New Albany,Indiana,47150,101,89.99,1
53,2019-09-25,732,Ted Butterfield,Troy,New York,12180,1307,208.56,6
54,2019-09-25,732,Ted Butterfield,Troy,New York,12180,1111,32.4,5
55,2019-09-25,732,Ted Butterfield,Troy,New York,12180,116,319.41,5
56,2019-09-25,732,Ted Butterfield,Troy,New York,12180,1062,14.56,2
57,2019-09-25,732,Ted Butterfield,Troy,New York,12180,1521,30,2
58,2019-09-25,732,Ted Butterfield,Troy,New York,12180,693,48.48,4
59,2019-09-25,732,Ted Butterfield,Troy,New York,12180,532,1.68,1
60,2018-08-08,610,Paul Stevenson,Chicago,Illinois,60610,66,213.115,5
61,2018-03-14,107,Brendan Sweed,Gilbert,Arizona,85234,558,1113.024,8
62,2018-03-14,107,Brendan Sweed,Gilbert,Arizona,85234,1786,167.968,4
63,2019-09-12,423,Karen Daniels,Springfield,Virginia,22153,1051,75.88,2
64,2019-12-27,330,Henry MacAllister,New York City,New York,10009,833,4.616,1
65,2020-12-22,739,Tracy Blumstein,Jackson,Michigan,49201,1277,19.05,3
66,2021-03-18,419,Ken Brennan,Houston,Texas,77041,810,1.248,3
67,2021-03-18,419,Ken Brennan,Houston,Texas,77041,148,9.708,3
68,2021-03-18,419,Ken Brennan,Houston,Texas,77041,1308,27.24,3
69,2019-09-20,680,Stewart Carmichael,Decatur,Alabama,35601,417,208.16,1
70,2019-09-20,680,Stewart Carmichael,Decatur,Alabama,35601,733,16.74,3
71,2018-01-19,228,Duane Noonan,San Francisco,California,94122,543,14.9,5
72,2018-01-19,228,Duane Noonan,San Francisco,California,94122,1369,21.39,1
73,2018-12-12,348,Julie Creighton,Durham,North Carolina,27707,851,200.984,7
74,2021-02-20,179,Christopher Schild,Chicago,Illinois,60623,1399,230.376,3
75,2020-09-04,604,Patrick O'Donnell,Columbia,South Carolina,29203,64,301.96,2
76,2021-02-02,593,Paul Gonzalez,Rochester,Minnesota,55901,1514,19.99,1
77,2021-02-02,593,Paul Gonzalez,Rochester,Minnesota,55901,946,6.16,2
78,2019-07-14,305,Gary Mitchum,Houston,Texas,77095,1392,158.368,7
79,2019-12-26,407,Jim Sink,Los Angeles,California,90036,633,20.1,3
80,2019-12-26,407,Jim Sink,Los Angeles,California,90036,1831,73.584,2
81,2019-12-26,407,Jim Sink,Los Angeles,California,90036,1039,6.48,1
82,2021-02-13,627,Roger Barcio,Portland,Oregon,97206,837,5.682,1
83,2021-02-16,602,Parhena Norris,New York City,New York,10009,160,96.53,7
84,2020-09-24,424,Katherine Ducich,San Francisco,California,94122,709,51.312,3
85,2019-12-15,277,Elpida Rittenbach,Saint Paul,Minnesota,55106,386,77.88,6
86,2019-12-07,624,Rick Bensley,Chicago,Illinois,60610,1211,64.624,7
87,2019-12-07,624,Rick Bensley,Chicago,Illinois,60610,1507,95.976,3
88,2019-12-07,624,Rick Bensley,Chicago,Illinois,60610,744,1.788,3
89,2020-03-10,315,Gary Zandusky,Rochester,Minnesota,55901,1247,23.92,4
90,2019-01-23,582,Pete Armstrong,Orland Park,Illinois,60462,1478,339.96,5
91,2021-04-03,185,Cynthia Voltz,New York City,New York,10035,203,41.96,2
92,2020-02-11,153,Clay Ludtke,Urbandale,Iowa,50322,482,75.96,2
93,2020-02-11,153,Clay Ludtke,Urbandale,Iowa,50322,798,27.24,6
94,2017-12-02,630,Ryan Crowe,Columbus,Ohio,43229,909,40.096,14
95,2017-12-02,630,Ryan Crowe,Columbus,Ohio,43229,872,4.72,2
96,2017-12-02,630,Ryan Crowe,Columbus,Ohio,43229,1286,23.976,3
97,2017-12-02,630,Ryan Crowe,Columbus,Ohio,43229,870,130.464,6
98,2018-06-10,214,Dave Kipp,Seattle,Washington,98103,333,787.53,3
99,2018-07-14,298,Greg Guthrie,Bristol,Tennessee,37620,780,157.794,1
100,2019-09-20,679,Steven Cartwright,Wilmington,Delaware,19805,215,47.04,3
101,2019-09-20,679,Steven Cartwright,Wilmington,Delaware,19805,795,30.84,4
102,2019-09-20,679,Steven Cartwright,Wilmington,Delaware,19805,1318,226.56,6
103,2019-09-20,679,Steven Cartwright,Wilmington,Delaware,19805,869,115.02,9
104,2019-09-20,679,Steven Cartwright,Wilmington,Delaware,19805,1822,68.04,7
105,2018-04-04,16,Alan Dominguez,Houston,Texas,77041,119,600.558,3
106,2017-12-28,590,Philip Fox,Bloomington,Illinois,61701,370,617.7,6
107,2020-02-14,473,Lindsay Shagiari,Los Angeles,California,90004,66,81.424,2
108,2020-02-14,473,Lindsay Shagiari,Los Angeles,California,90004,271,238.56,3
109,2019-12-14,350,Jonathan Doherty,Philadelphia,Pennsylvania,19140,311,82.8,2
110,2020-12-26,692,Sally Hughsby,San Francisco,California,94122,501,8.82,3
111,2020-12-26,692,Sally Hughsby,San Francisco,California,94122,892,10.86,3
112,2020-12-26,692,Sally Hughsby,San Francisco,California,94122,1260,143.7,3
113,2021-03-31,688,Sandra Glassco,Independence,Missouri,64055,397,839.43,3
114,2018-12-16,318,Helen Andreada,Pasadena,California,91104,1399,671.93,7
115,2018-01-29,504,Maureen Gastineau,Newark,Ohio,43055,157,93.888,4
116,2018-09-08,709,Stephanie Phelps,San Jose,California,95123,1142,58.38,7
117,2018-09-08,709,Stephanie Phelps,San Jose,California,95123,1163,105.52,4
118,2018-09-08,709,Stephanie Phelps,San Jose,California,95123,1351,80.88,6
119,2018-09-05,567,Neil Knudson,Seattle,Washington,98105,523,6.63,3
120,2017-06-08,191,Dave Brooks,Seattle,Washington,98115,119,457.568,2
121,2020-02-28,572,Nora Paige,Edmond,Oklahoma,73034,980,14.62,2
122,2020-02-28,572,Nora Paige,Edmond,Oklahoma,73034,1845,944.93,7
123,2019-04-07,270,Eric Murdock,Philadelphia,Pennsylvania,19134,1568,54.384,2
124,2020-02-24,636,Ruben Dartt,Carlsbad,New Mexico,88220,866,28.4,5
125,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,619,9.936,3
126,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,1625,8159.952,8
127,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,1326,275.928,3
128,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,122,1740.06,9
129,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,557,32.064,6
130,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,429,177.98,5
131,2017-12-16,91,Becky Martin,San Antonio,Texas,78207,1824,143.976,3
132,2017-11-12,175,Chad Sievert,Los Angeles,California,90004,1065,20.94,3
133,2017-11-12,175,Chad Sievert,Los Angeles,California,90004,1086,110.96,2
134,2017-11-12,175,Chad Sievert,Los Angeles,California,90004,112,340.144,7
135,2020-07-29,697,Shirley Jackson,Houston,Texas,77036,434,97.264,4
136,2018-03-14,215,David Kendrick,Decatur,Illinois,62521,1393,24.816,2
137,2018-03-14,215,David Kendrick,Decatur,Illinois,62521,1590,408.744,7
138,2018-02-26,650,Robert Marley,Monroe,Louisiana,71203,1805,503.96,4
139,2018-02-26,650,Robert Marley,Monroe,Louisiana,71203,1855,149.95,5
140,2018-02-26,650,Robert Marley,Monroe,Louisiana,71203,1528,29,2
141,2020-03-07,698,Sally Knutson,Fairfield,Connecticut,6824,715,7.16,2
142,2017-12-03,288,Frank Merwin,Los Angeles,California,90032,1525,176.8,8
143,2019-10-24,41,Alice McCarthy,Grand Prairie,Texas,75051,1337,37.224,3
144,2019-10-24,41,Alice McCarthy,Grand Prairie,Texas,75051,1142,20.016,3
145,2019-01-20,533,Mark Packer,New York City,New York,10035,23,899.136,4
146,2019-01-20,533,Mark Packer,New York City,New York,10035,1731,71.76,6
147,2019-01-20,533,Mark Packer,New York City,New York,10035,1018,51.84,8
148,2019-01-20,533,Mark Packer,New York City,New York,10035,21,626.352,3
149,2019-01-20,533,Mark Packer,New York City,New York,10035,586,19.9,5
150,2019-02-08,552,Mary Zewe,Redlands,California,92374,861,14.28,7
151,2017-06-28,126,Cassandra Brandow,Hamilton,Ohio,45011,626,7.408,2
152,2017-06-28,126,Cassandra Brandow,Hamilton,Ohio,45011,610,6.048,3
153,2021-02-13,781,Valerie Mitchum,Westfield,New Jersey,7090,1339,46.26,3
154,2020-10-13,286,Fred Hopkins,Philadelphia,Pennsylvania,19120,654,2.946,2
155,2020-10-13,286,Fred Hopkins,Philadelphia,Pennsylvania,19120,1186,16.056,3
156,2020-10-01,485,Maria Bertelson,Akron,Ohio,44312,1181,21.744,3
157,2020-09-10,327,Heather Kirkland,Franklin,Tennessee,37064,243,35.168,7
158,2021-03-18,459,Laurel Elliston,Whittier,California,90604,1747,444.768,4
159,2021-03-10,372,Joseph Holt,Saginaw,Michigan,48601,1311,83.92,4
160,2021-03-10,372,Joseph Holt,Saginaw,Michigan,48601,1738,131.98,2
161,2021-03-10,372,Joseph Holt,Saginaw,Michigan,48601,767,15.92,4
162,2021-03-10,372,Joseph Holt,Saginaw,Michigan,48601,903,52.29,9
163,2021-03-10,372,Joseph Holt,Saginaw,Michigan,48601,1347,91.99,1
164,2018-05-19,542,Michael Stewart,Dallas,Texas,75220,1491,20.8,2
165,2018-04-11,787,Victoria Wilson,Medina,Ohio,44256,1008,23.68,2
166,2018-04-11,787,Victoria Wilson,Medina,Ohio,44256,47,452.45,5
167,2018-04-11,787,Victoria Wilson,Medina,Ohio,44256,1792,62.982,3
168,2018-04-11,787,Victoria Wilson,Medina,Ohio,44256,1626,1188,9
169,2018-04-11,787,Victoria Wilson,Medina,Ohio,44256,1461,89.584,2
170,2020-02-05,371,Jonathan Howell,Los Angeles,California,90032,1337,93.06,6
171,2020-02-05,371,Jonathan Howell,Los Angeles,California,90032,1777,302.376,3
172,2019-04-03,342,Joni Blumstein,Dublin,Ohio,43017,907,5.584,2
173,2019-04-03,342,Joni Blumstein,Dublin,Ohio,43017,1244,22.704,6
174,2019-04-03,342,Joni Blumstein,Dublin,Ohio,43017,753,19.776,4
175,2019-04-03,342,Joni Blumstein,Dublin,Ohio,43017,141,72.704,4
176,2019-04-03,342,Joni Blumstein,Dublin,Ohio,43017,1633,479.988,4
177,2019-04-03,342,Joni Blumstein,Dublin,Ohio,43017,540,27.168,2
178,2018-11-17,239,David Smith,Detroit,Michigan,48227,503,2.2,1
179,2018-11-17,239,David Smith,Detroit,Michigan,48227,359,622.45,5
180,2018-11-17,239,David Smith,Detroit,Michigan,48227,1372,21.98,1
181,2018-06-07,777,Valerie Dominguez,Columbia,Tennessee,38401,132,161.568,2
182,2018-06-07,777,Valerie Dominguez,Columbia,Tennessee,38401,124,389.696,8
183,2017-12-21,246,Erin Ashbrook,Charlotte,North Carolina,28205,707,18.648,7
184,2020-07-15,179,Christopher Schild,Tampa,Florida,33614,332,233.86,2
185,2020-07-15,179,Christopher Schild,Tampa,Florida,33614,356,620.6145,3
186,2020-07-15,179,Christopher Schild,Tampa,Florida,33614,707,5.328,2
187,2020-07-15,179,Christopher Schild,Tampa,Florida,33614,285,258.072,3
188,2020-07-15,179,Christopher Schild,Tampa,Florida,33614,1570,617.976,3
189,2021-02-19,192,David Bremer,Santa Clara,California,95051,1172,10.56,2
190,2017-09-08,243,Dianna Wilson,Lakeville,Minnesota,55044,119,2001.86,7
191,2017-09-08,243,Dianna Wilson,Lakeville,Minnesota,55044,1363,166.72,2
192,2017-09-08,243,Dianna Wilson,Lakeville,Minnesota,55044,1250,47.88,6
193,2017-09-08,243,Dianna Wilson,Lakeville,Minnesota,55044,440,1503.25,5
194,2017-09-08,243,Dianna Wilson,Lakeville,Minnesota,55044,1018,25.92,4
195,2020-03-19,464,Logan Haushalter,San Francisco,California,94109,100,321.568,2
196,2019-12-20,421,Kelly Collister,San Diego,California,92037,1272,7.61,1
197,2019-12-20,421,Kelly Collister,San Diego,California,92037,1570,3347.37,13
198,2020-03-19,220,Delfina Latchford,New York City,New York,10024,1332,80.58,6
199,2020-03-19,220,Delfina Latchford,New York City,New York,10024,885,361.92,4
200,2019-03-08,236,Dan Reichenbach,Chicago,Illinois,60623,227,12.132,9
201,2019-03-08,236,Dan Reichenbach,Chicago,Illinois,60623,1416,82.368,2
202,2019-03-08,236,Dan Reichenbach,Chicago,Illinois,60623,1351,53.92,5
203,2019-03-08,236,Dan Reichenbach,Chicago,Illinois,60623,1734,647.904,6
204,2021-03-10,137,Craig Carreira,New York City,New York,10009,1465,20.37,3
205,2021-03-10,137,Craig Carreira,New York City,New York,10009,1381,221.55,3
206,2021-03-10,137,Craig Carreira,New York City,New York,10009,775,17.52,5
207,2020-09-15,223,Dorris liebe,Pasadena,Texas,77506,419,1.624,2
208,2017-12-27,667,Sean Braxton,Houston,Texas,77036,1625,3059.982,3
209,2017-12-27,667,Sean Braxton,Houston,Texas,77036,1660,2519.958,7
210,2019-09-14,629,Roy Collins,Chicago,Illinois,60610,1723,328.224,4
211,2019-02-18,32,Alan Hwang,Brentwood,California,94513,1583,79.9,2
212,2020-09-23,128,Claudia Bergmann,Chapel Hill,North Carolina,27514,589,14.016,3
213,2019-05-02,593,Paul Gonzalez,Morristown,New Jersey,7960,935,7.56,6
214,2021-03-18,124,Christine Abelman,Cincinnati,Ohio,45231,1408,37.208,1
215,2021-03-18,124,Christine Abelman,Cincinnati,Ohio,45231,895,57.576,3
216,2018-11-07,318,Helen Andreada,San Francisco,California,94109,1567,209.93,7
217,2018-11-07,318,Helen Andreada,San Francisco,California,94109,254,5.28,3
218,2018-11-07,318,Helen Andreada,San Francisco,California,94109,742,10.92,3
219,2020-12-24,65,Barry Blumstein,Inglewood,California,90301,1179,8.82,2
220,2020-12-24,65,Barry Blumstein,Inglewood,California,90301,518,5.98,1
221,2021-01-20,23,Andrew Gjertsen,Philadelphia,Pennsylvania,19140,1066,11.648,2
222,2021-01-20,23,Andrew Gjertsen,Philadelphia,Pennsylvania,19140,1268,18.176,4
223,2021-01-20,23,Andrew Gjertsen,Philadelphia,Pennsylvania,19140,1320,59.712,6
224,2021-01-20,23,Andrew Gjertsen,Philadelphia,Pennsylvania,19140,973,24.84,3
225,2019-01-04,679,Steven Cartwright,Houston,Texas,77070,844,2.08,5
226,2019-01-04,679,Steven Cartwright,Houston,Texas,77070,1740,1114.4,7
227,2019-01-04,739,Tracy Blumstein,Portland,Oregon,97206,1049,141.76,5
228,2019-01-04,739,Tracy Blumstein,Portland,Oregon,97206,1512,239.8,5
229,2019-01-04,739,Tracy Blumstein,Portland,Oregon,97206,1252,31.104,6
230,2020-03-27,31,Alan Haines,Tamarac,Florida,33319,666,254.058,7
231,2020-03-27,31,Alan Haines,Tamarac,Florida,33319,434,194.528,2
232,2020-03-27,31,Alan Haines,Tamarac,Florida,33319,1425,961.48,5
233,2020-02-28,579,Nick Zandusky,Columbus,Ohio,43229,929,19.096,7
234,2020-02-28,579,Nick Zandusky,Columbus,Ohio,43229,1012,18.496,8
235,2020-02-28,579,Nick Zandusky,Columbus,Ohio,43229,1515,255.984,2
236,2020-02-28,579,Nick Zandusky,Columbus,Ohio,43229,48,86.97,3
237,2020-02-05,350,Jonathan Doherty,Belleville,New Jersey,7109,1152,32.4,5
238,2020-02-05,350,Jonathan Doherty,Belleville,New Jersey,7109,1380,1082.48,8
239,2020-02-05,350,Jonathan Doherty,Belleville,New Jersey,7109,1256,56.91,3
240,2020-02-05,350,Jonathan Doherty,Belleville,New Jersey,7109,198,77.6,4
241,2020-02-05,350,Jonathan Doherty,Belleville,New Jersey,7109,745,14.28,1
242,2021-02-26,371,Jonathan Howell,Chicago,Illinois,60623,344,219.075,3
243,2018-08-12,55,Alan Schoenberger,New York City,New York,10024,233,26.8,2
244,2018-04-08,419,Ken Brennan,Taylor,Michigan,48180,591,9.84,3
245,2017-09-08,169,Corey Roper,Lakewood,New Jersey,8701,677,45.48,3
246,2017-09-08,169,Corey Roper,Lakewood,New Jersey,8701,545,289.2,6
247,2020-07-23,693,Shahid Hopkins,Arlington,Virginia,22204,561,4.89,1
248,2019-12-21,102,Ben Peterman,Arvada,Colorado,80004,202,15.136,4
249,2019-12-21,102,Ben Peterman,Arvada,Colorado,80004,120,466.768,2
250,2019-12-21,102,Ben Peterman,Arvada,Colorado,80004,195,15.232,1
251,2019-12-21,102,Ben Peterman,Arvada,Colorado,80004,956,6.264,3
252,2018-01-04,763,Thomas Seio,Hackensack,New Jersey,7601,189,87.54,3
253,2017-11-16,24,Andy Gerbode,Saint Petersburg,Florida,33710,1768,178.384,2
254,2017-11-16,24,Andy Gerbode,Saint Petersburg,Florida,33710,1140,15.552,3
255,2018-04-06,710,Sung Pak,Philadelphia,Pennsylvania,19143,578,99.136,4
256,2018-02-11,569,Nathan Mautz,New York City,New York,10024,93,135.882,1
257,2018-02-11,569,Nathan Mautz,New York City,New York,10024,1648,3991.98,2
258,2018-02-11,569,Nathan Mautz,New York City,New York,10024,1831,275.94,6
259,2018-02-11,569,Nathan Mautz,New York City,New York,10024,1480,360,4
260,2018-02-11,569,Nathan Mautz,New York City,New York,10024,1383,43.57,1
261,2017-12-27,280,Frank Atkinson,Long Beach,California,90805,910,7.16,2
262,2019-08-01,303,Grace Kelly,Hesperia,California,92345,830,251.52,6
263,2019-08-01,303,Grace Kelly,Hesperia,California,92345,1511,99.99,1
264,2021-02-10,209,Don Jones,Murfreesboro,Tennessee,37130,206,15.992,1
265,2019-12-08,603,Patrick O'Brill,Philadelphia,Pennsylvania,19143,1817,290.898,3
266,2019-12-08,603,Patrick O'Brill,Philadelphia,Pennsylvania,19143,1313,54.224,2
267,2019-12-08,603,Patrick O'Brill,Philadelphia,Pennsylvania,19143,104,786.744,4
268,2019-12-08,603,Patrick O'Brill,Philadelphia,Pennsylvania,19143,959,100.24,10
269,2019-12-08,603,Patrick O'Brill,Philadelphia,Pennsylvania,19143,695,37.764,6
270,2018-12-10,198,Doug Bickford,Los Angeles,California,90045,717,4.752,1
271,2018-12-10,198,Doug Bickford,Los Angeles,California,90045,1605,959.984,2
272,2018-12-10,198,Doug Bickford,Los Angeles,California,90045,808,14.368,4
273,2017-10-19,12,Alyssa Crouse,San Francisco,California,94122,770,7.712,2
274,2017-10-19,12,Alyssa Crouse,San Francisco,California,94122,371,698.352,3
275,2017-07-21,350,Jonathan Doherty,Philadelphia,Pennsylvania,19140,475,17.856,4
276,2017-07-21,350,Jonathan Doherty,Philadelphia,Pennsylvania,19140,782,509.97,10
277,2017-07-21,350,Jonathan Doherty,Philadelphia,Pennsylvania,19140,926,30.992,13
278,2017-07-21,350,Jonathan Doherty,Philadelphia,Pennsylvania,19140,1705,71.928,12
279,2019-03-30,175,Chad Sievert,Austin,Texas,78745,1295,88.8,4
280,2020-09-22,135,Clay Cheatham,San Francisco,California,94122,1763,47.976,3
281,2020-10-15,747,Tamara Dahlen,Lowell,Massachusetts,1852,610,7.56,3
282,2020-10-15,747,Tamara Dahlen,Lowell,Massachusetts,1852,1035,24.56,2
283,2020-10-15,747,Tamara Dahlen,Lowell,Massachusetts,1852,516,12.96,2
284,2019-08-01,327,Heather Kirkland,Charlotte,North Carolina,28205,1181,36.24,5
285,2018-01-01,352,Julia Dunbar,San Francisco,California,94109,1353,211.96,4
286,2020-01-29,518,Michael Kennedy,Manchester,Connecticut,6040,736,23.2,4
287,2020-01-29,518,Michael Kennedy,Manchester,Connecticut,6040,1432,7.36,2
288,2020-01-29,518,Michael Kennedy,Manchester,Connecticut,6040,1370,104.79,7
289,2020-01-29,518,Michael Kennedy,Manchester,Connecticut,6040,21,1043.92,4
290,2020-09-05,313,Guy Thornton,Harlingen,Texas,78550,1151,25.92,5
291,2020-09-05,313,Guy Thornton,Harlingen,Texas,78550,1361,53.424,3
292,2017-10-30,27,Arthur Gainer,Tucson,Arizona,85705,718,8.16,5
293,2017-10-30,27,Arthur Gainer,Tucson,Arizona,85705,1572,1023.936,8
294,2017-10-30,27,Arthur Gainer,Tucson,Arizona,85705,493,9.24,1
295,2017-10-30,27,Arthur Gainer,Tucson,Arizona,85705,1519,479.04,10
296,2020-01-06,528,Muhammed MacIntyre,Quincy,Illinois,62301,1201,99.136,4
297,2020-12-04,47,Allen Rosenblatt,Franklin,Massachusetts,2038,375,1488.424,7
298,2018-08-06,619,Russell Applegate,Houston,Texas,77095,391,8.652,3
299,2018-08-06,619,Russell Applegate,Houston,Texas,77095,1391,23.832,3
300,2018-08-06,619,Russell Applegate,Houston,Texas,77095,651,12.176,4
301,2019-03-07,229,Denny Ordway,Pembroke Pines,Florida,33024,321,375.4575,3
302,2019-03-07,229,Denny Ordway,Pembroke Pines,Florida,33024,1527,83.976,3
303,2019-03-13,216,Dean Katz,Philadelphia,Pennsylvania,19140,1635,482.34,4
304,2019-03-13,216,Dean Katz,Philadelphia,Pennsylvania,19140,204,2.96,1
305,2018-03-03,565,Nathan Gelder,Cincinnati,Ohio,45231,630,2.624,1
306,2021-03-20,546,Mike Vittorini,New York City,New York,10009,639,23.36,4
307,2021-03-20,546,Mike Vittorini,New York City,New York,10009,1514,39.98,2
308,2017-12-29,365,Jack Garza,Des Moines,Washington,98198,1797,246.384,2
309,2017-12-29,365,Jack Garza,Des Moines,Washington,98198,1610,1799.97,3
310,2017-09-14,100,Bart Pistole,Peoria,Illinois,61604,799,12.462,3
311,2020-10-07,783,Victor Preis,Las Vegas,Nevada,89115,825,75.792,3
312,2021-01-24,714,Saphhira Shifley,Warwick,Rhode Island,2886,1319,49.96,2
313,2021-01-24,714,Saphhira Shifley,Warwick,Rhode Island,2886,1174,12.96,2
314,2019-02-08,331,Harold Pawlan,Jackson,Michigan,49201,1442,70.12,4
315,2019-12-17,25,Anna Gayman,Houston,Texas,77036,1350,35.952,3
316,2019-12-17,25,Anna Gayman,Houston,Texas,77036,49,2396.2656,4
317,2019-12-17,25,Anna Gayman,Houston,Texas,77036,1324,131.136,4
318,2019-12-17,25,Anna Gayman,Houston,Texas,77036,1462,57.584,2
319,2018-04-02,460,Luke Foster,Miami,Florida,33180,1141,9.568,2
320,2017-07-24,709,Stephanie Phelps,Wilmington,North Carolina,28403,583,39.072,6
321,2021-04-02,642,Roy Französisch,New York City,New York,10024,463,35.91,3
322,2021-02-10,422,Kimberly Carter,Seattle,Washington,98105,1025,139.86,7
323,2021-02-10,422,Kimberly Carter,Seattle,Washington,98105,78,307.136,4
324,2020-10-01,147,Caroline Jumper,Huntington Beach,California,92646,618,95.92,8
325,2020-06-11,710,Sung Pak,Los Angeles,California,90045,524,9.32,4
326,2020-06-11,710,Sung Pak,Los Angeles,California,90045,849,15.25,1
327,2021-01-26,534,Michael Paige,Lawrence,Massachusetts,1841,308,56.56,4
328,2021-01-26,534,Michael Paige,Lawrence,Massachusetts,1841,1323,32.7,3
329,2020-11-28,561,Natalie Fritzler,Jackson,Mississippi,39212,50,866.4,4
330,2017-12-20,683,Shirley Daniels,New Rochelle,New York,10801,1617,69.99,1
331,2019-07-24,628,Ross Baird,Gastonia,North Carolina,28052,829,189.588,2
332,2019-07-24,628,Ross Baird,Gastonia,North Carolina,28052,1590,408.744,7
333,2019-07-24,628,Ross Baird,Gastonia,North Carolina,28052,1590,291.96,5
334,2019-07-24,628,Ross Baird,Gastonia,North Carolina,28052,1309,4.768,2
335,2019-09-14,191,Dave Brooks,Lowell,Massachusetts,1852,1389,714.3,5
336,2018-03-28,519,Mike Kennedy,Jacksonville,Florida,32216,665,4.812,2
337,2018-03-28,519,Mike Kennedy,Jacksonville,Florida,32216,1537,247.8,5
